Jugador,Equipo,Competición,Posición,Edad,Partidos,Minutos,Goles,Asistencias,xG,xAG,npxG,ValorMercado,PasesCompletados,IntentosPase,PctPasesCompletados,DistanciaTotalPases,DistanciaProgresiva,PasesClave,Entradas,Intercepciones,Bloqueos,TarjetasAmarillas,TarjetasRojas,Goles_Asistencias,xG_xAG,Equiv_90min,EntradasGanadas,AsistDesdeCruzados,Tiros,TirosAlArco
Mile Svilar,Roma,Serie A,GK,25,30,2700,0,0,0.0,0.0,0.0,17000000.0,914,1153,79.3,22845,12994,0,0,0,0,1,0,0,0.0,30.0,0,0,1,0
Harry Wilson,Fulham,Premier League,"FW,MF",28,19,839,5,1,3.2,1.0,3.2,17000000.0,249,335,74.3,4168,1112,17,10,5,13,2,0,6,0.45,9.3,6,0,28,9
Luis Sinisterra,Bournemouth,Premier League,"FW,MF",25,12,236,1,1,1.2,1.4,1.2,17000000.0,73,93,78.5,1067,200,9,7,1,3,0,0,2,1.0,2.6,2,2,13,6
Nicolás Domínguez,Nott'ham Forest,Premier League,"MF,FW",26,27,1493,0,0,1.4,1.2,1.4,17000000.0,628,727,86.4,9046,2614,11,69,24,30,8,0,0,0.16,16.6,36,0,17,7
El Bilal Touré,Stuttgart,Bundesliga,"FW,MF",23,12,356,2,1,1.6,1.1,1.6,17000000.0,75,96,78.1,960,201,7,4,0,1,0,0,3,0.7,4.0,1,0,14,4
Paul Nebel,Mainz 05,Bundesliga,MF,22,26,1900,8,3,4.5,2.6,4.5,17000000.0,671,924,72.6,10200,2123,21,32,10,44,3,0,11,0.33,21.1,19,11,33,15
Chrislain Matsima,Augsburg,Bundesliga,DF,22,24,2011,1,0,1.4,0.1,1.4,17000000.0,836,988,84.6,14649,4928,3,19,46,39,4,0,1,0.07,22.3,14,0,11,2
Trevoh Chalobah,Chelsea,Premier League,DF,25,7,386,0,1,0.2,1.1,0.2,17000000.0,349,442,79.0,6831,2195,4,3,6,2,1,0,1,0.31,4.3,1,1,11,4
Diogo Leite,Union Berlin,Bundesliga,DF,26,26,2213,0,1,1.1,1.0,1.1,17000000.0,999,1273,78.5,18718,8070,12,55,48,57,3,0,1,0.08,24.6,26,3,17,7
Kaishu Sano,Mainz 05,Bundesliga,MF,24,28,2503,0,0,0.7,0.7,0.7,17000000.0,934,1172,79.7,15191,4626,15,53,45,56,3,0,0,0.05,27.8,32,0,16,2
Yasin Ayari,Brighton,Premier League,MF,21,27,1543,0,1,2.1,2.1,2.1,17000000.0,601,748,80.3,9018,2427,26,48,17,20,3,0,1,0.25,17.1,26,2,23,6
Granit Xhaka,Leverkusen,Bundesliga,MF,32,28,2451,2,7,0.8,4.3,0.8,17000000.0,2123,2370,89.6,35638,10101,46,39,11,25,3,0,9,0.19,27.2,23,4,19,3
Martin Terrier,Leverkusen,Bundesliga,"MF,FW",28,15,584,2,1,2.4,0.9,2.4,17000000.0,163,199,81.9,2144,377,8,4,1,3,1,0,3,0.52,6.5,2,1,16,6
Nick Woltemade,Stuttgart,Bundesliga,"FW,MF",23,23,1257,9,2,7.3,3.5,5.7,17000000.0,275,395,69.6,3516,838,27,5,1,19,3,0,11,0.77,14.0,3,0,30,17
Nicolò Zaniolo,Atalanta,Serie A,"FW,MF",25,14,356,2,2,0.9,0.5,0.9,16000000.0,34,52,65.4,549,111,2,0,1,0,4,0,4,0.37,2.9,0,0,7,3
Billy Gilmour,Napoli,Serie A,MF,23,18,752,0,1,0.1,0.9,0.1,16000000.0,489,556,87.9,8288,2263,9,16,6,6,0,0,1,0.12,8.4,10,1,5,0
Ruben Loftus-Cheek,Milan,Serie A,MF,29,14,695,0,0,0.5,1.4,0.5,16000000.0,253,286,88.5,3859,740,12,15,2,1,1,0,0,0.24,7.7,7,1,6,2
Aaron Ramsdale,Southampton,Premier League,GK,26,22,1980,0,0,0.0,0.0,0.0,16000000.0,605,935,64.7,16773,13083,0,0,2,0,2,0,0,0.0,22.0,0,0,0,0
Jacob Murphy,Newcastle Utd,Premier League,FW,30,26,1745,5,9,3.9,6.7,3.9,16000000.0,497,715,69.5,7408,2397,30,20,11,28,3,0,14,0.55,19.4,13,9,35,12
Issa Diop,Fulham,Premier League,DF,28,21,1339,0,0,0.5,0.1,0.5,16000000.0,663,758,87.5,12350,4179,3,26,9,10,2,0,0,0.04,14.9,12,0,5,2
Luke Shaw,Manchester Utd,Premier League,DF,29,2,70,0,0,0.0,0.0,0.0,16000000.0,89,101,88.1,1503,573,0,2,1,1,0,0,0,0.0,0.8,2,0,0,0
Andreas Skov Olsen,Wolfsburg,Bundesliga,"FW,MF",25,8,352,0,1,0.4,1.5,0.4,16000000.0,152,183,83.1,2576,542,13,8,2,3,0,0,1,0.49,3.9,6,1,5,0
Nicolas Seiwald,RB Leipzig,Bundesliga,"MF,DF",23,24,1549,0,0,0.1,1.0,0.1,16000000.0,851,1030,82.6,14594,5534,16,40,29,32,2,0,0,0.06,17.2,23,2,2,0
Beñat Turrientes,Real Sociedad,La Liga,MF,23,17,748,0,0,0.4,0.2,0.4,16000000.0,286,328,87.2,4894,1043,3,13,4,14,4,0,0,0.07,8.3,5,1,5,1
Andrea Pinamonti,Genoa,Serie A,FW,25,30,2413,8,1,7.1,1.6,6.3,16000000.0,354,567,62.4,5116,865,13,9,1,14,3,0,9,0.32,26.8,5,2,70,24
Mathias Jensen,Brentford,Premier League,MF,29,16,736,0,1,0.2,1.5,0.2,16000000.0,310,413,75.1,5678,2038,14,11,6,11,1,0,1,0.21,8.2,8,2,6,1
Jack Harrison,Everton,Premier League,FW,28,27,1658,1,0,3.1,3.5,3.1,16000000.0,318,499,63.7,4940,1852,28,27,7,15,0,0,1,0.36,18.4,19,7,25,6
Tammy Abraham,Milan,Serie A,FW,27,25,1086,3,3,6.9,2.0,5.3,15000000.0,1,3,33.3,44,32,0,15,2,10,1,0,6,0.74,12.1,10,0,0,0
Noah Okafor,Napoli,Serie A,"FW,MF",24,4,40,0,0,0.0,0.6,0.0,15000000.0,11,17,64.7,236,47,3,2,2,1,0,0,0,1.47,4.6,1,1,1,0
Brice Samba,Rennes,Ligue 1,GK,30,10,900,0,0,0.0,0.0,0.0,15000000.0,415,512,81.1,11184,7765,0,0,1,0,3,0,0,0.0,10.0,0,0,0,0
Aimar Oroz,Osasuna,La Liga,"MF,FW",23,28,2177,4,1,3.1,1.8,3.1,15000000.0,651,798,81.6,10542,2563,27,28,17,27,5,0,5,0.2,24.2,16,1,39,12
George Ilenikhena,Monaco,Ligue 1,FW,18,20,637,3,2,4.8,1.3,4.8,15000000.0,77,107,72.0,968,161,8,1,2,0,0,0,5,0.87,7.1,1,0,19,7
Thilo Kehrer,Monaco,Ligue 1,DF,28,24,2115,4,0,1.3,0.3,1.3,15000000.0,1462,1634,89.5,26802,11342,5,35,31,17,0,0,4,0.07,23.5,22,0,10,8
Logan Costa,Villarreal,La Liga,DF,24,22,1738,2,0,0.6,0.4,0.6,15000000.0,916,1045,87.7,17558,6652,3,29,13,16,2,0,2,0.05,19.3,16,0,11,5
Ángel Correa,Atlético Madrid,La Liga,"FW,MF",30,25,694,3,1,4.2,1.2,4.2,15000000.0,175,236,74.2,2324,637,8,7,4,8,3,1,4,0.7,7.7,1,1,30,12
Andreas Christensen,Barcelona,La Liga,DF,28,1,27,0,0,0.0,0.0,0.0,15000000.0,14,16,87.5,254,77,0,0,0,0,1,0,0,0.0,0.3,0,0,0,0
Timothy Castagne,Fulham,Premier League,DF,29,20,1432,0,1,0.4,1.2,0.4,15000000.0,695,846,82.2,11121,3558,9,39,19,12,1,0,1,0.1,15.9,24,3,8,3
Kristjan Asllani,Inter,Serie A,MF,23,18,711,0,2,0.8,1.6,0.8,15000000.0,649,721,90.0,12290,3604,13,10,7,7,4,0,2,0.31,7.9,2,6,12,3
Yacine Adli,Fiorentina,Serie A,MF,24,22,1125,3,4,0.5,2.2,0.5,15000000.0,654,804,81.3,12894,4220,21,31,6,11,3,1,7,0.21,12.5,18,3,11,4
Ismaël Doukouré,Strasbourg,Ligue 1,"DF,MF",21,24,2048,0,1,0.1,1.0,0.1,15000000.0,1111,1262,88.0,19301,5680,10,29,22,26,6,0,1,0.05,22.8,15,0,1,0
Daichi Kamada,Crystal Palace,Premier League,MF,28,26,1108,0,0,0.8,1.1,0.8,15000000.0,428,539,79.4,6893,1852,15,40,15,16,2,1,0,0.16,12.3,23,2,14,4
Flynn Downes,Southampton,Premier League,MF,26,21,1611,1,0,0.6,0.9,0.6,15000000.0,782,870,89.9,11569,2359,12,40,29,20,10,0,1,0.08,17.9,21,0,9,3
James Justin,Leicester City,Premier League,DF,27,28,2363,2,1,1.5,0.5,1.5,15000000.0,950,1231,77.2,14542,4634,12,44,39,37,4,0,3,0.08,26.3,27,7,24,6
Arsen Zakharyan,Real Sociedad,La Liga,"MF,FW",21,3,73,1,0,0.2,0.1,0.2,15000000.0,28,33,84.8,451,106,1,1,1,1,0,0,1,0.36,0.8,1,0,4,2
Dean Henderson,Crystal Palace,Premier League,GK,28,30,2700,0,0,0.0,0.1,0.0,15000000.0,600,969,61.9,16104,10439,2,2,0,0,3,0,0,0.0,30.0,1,0,1,0
Jeanuël Belocian,Leverkusen,Bundesliga,"DF,MF",20,5,68,0,0,0.0,0.0,0.0,15000000.0,34,40,85.0,418,130,0,1,0,0,1,0,0,0.0,0.8,1,0,0,0
Rodrigo Gomes,Wolves,Premier League,"DF,FW",21,18,595,1,0,0.4,0.8,0.4,15000000.0,152,230,66.1,2270,814,10,19,5,8,0,0,1,0.18,6.6,12,4,4,2
Mads Hermansen,Leicester City,Premier League,GK,24,23,2025,0,0,0.0,0.0,0.0,15000000.0,553,887,62.3,14332,10363,0,1,0,1,0,0,0,0.0,22.5,1,0,0,0
Christoph Baumgartner,RB Leipzig,Bundesliga,"MF,FW",25,26,1355,2,1,3.4,1.3,3.4,15000000.0,352,517,68.1,5240,1496,18,36,12,39,5,0,3,0.31,15.1,21,1,31,12
Mateus Fernandes,Southampton,Premier League,MF,20,28,2231,1,3,3.3,2.1,3.3,15000000.0,845,1065,79.3,14337,3439,26,69,17,32,7,0,4,0.22,24.8,39,4,31,11
Nathaniel Brown,Eint Frankfurt,Bundesliga,"DF,MF",21,20,1473,3,4,2.2,2.8,2.2,15000000.0,602,742,81.1,8759,2659,30,53,13,24,1,0,7,0.3,16.4,35,5,12,5
Noah Atubolu,Freiburg,Bundesliga,GK,22,24,2127,0,0,0.0,0.0,0.0,15000000.0,805,1069,75.3,22268,15935,0,0,0,0,2,0,0,0.0,23.6,0,0,0,0
Robert Andrich,Leverkusen,Bundesliga,"MF,DF",30,20,1398,2,2,1.3,0.3,1.3,15000000.0,754,844,89.3,12098,2922,8,22,23,14,7,0,4,0.1,15.5,11,0,20,4
Harry Maguire,Manchester Utd,Premier League,DF,32,21,1361,1,0,1.4,0.3,1.4,15000000.0,762,882,86.4,14180,4721,6,24,35,13,7,0,1,0.11,15.1,13,0,11,4
Bryan Gil,Girona,La Liga,"FW,MF",24,25,1721,3,3,2.3,2.9,2.3,15000000.0,621,759,81.8,8853,1808,21,34,10,24,4,0,6,0.27,19.1,20,7,32,15
Eric García,Barcelona,La Liga,"MF,DF",24,21,1051,1,1,1.6,0.4,1.6,15000000.0,817,883,92.5,14168,4986,4,22,10,17,3,0,2,0.18,11.7,12,0,10,5
Antonín Kinský,Tottenham,Premier League,GK,22,4,360,0,0,0.0,0.1,0.0,15000000.0,116,145,80.0,2699,1686,1,3,0,0,0,0,0,0.02,4.0,1,0,0,0
Hákon Arnar Haraldsson,Lille,Ligue 1,"MF,FW",21,19,1299,4,2,3.2,1.9,3.2,15000000.0,591,735,80.4,9459,2262,27,25,6,8,3,0,6,0.35,14.4,10,4,29,11
Lewis Cook,Bournemouth,Premier League,"MF,DF",28,30,2572,1,3,0.9,4.1,0.9,15000000.0,1070,1399,76.5,18601,6462,46,70,39,26,7,0,4,0.17,28.6,39,10,13,4
Jack Clarke,Ipswich Town,Premier League,"FW,MF",24,25,890,0,4,0.9,1.9,0.9,15000000.0,237,309,76.7,3880,944,20,27,5,5,2,0,4,0.28,9.9,16,0,13,2
Sebastian Nanasi,Strasbourg,Ligue 1,"FW,MF",22,25,1838,5,3,5.4,3.2,5.4,15000000.0,546,693,78.8,8152,2371,29,18,6,22,0,0,8,0.42,20.4,11,2,23,10
Ernest Nuamah,Lyon,Ligue 1,"FW,MF",21,23,1052,3,1,2.2,1.5,2.2,15000000.0,358,448,79.9,5021,917,18,21,8,9,2,0,4,0.32,11.7,11,4,28,13
Giovanni Di Lorenzo,Napoli,Serie A,DF,31,30,2700,3,2,2.6,3.7,2.6,15000000.0,1528,1828,83.6,24108,8472,35,55,26,15,4,0,5,0.21,30.0,38,7,17,5
Marshall Munetsi,Wolves,Premier League,"MF,FW",28,7,518,1,1,2.8,0.8,2.8,15000000.0,78,106,73.6,943,200,3,16,3,5,0,0,2,0.64,5.8,7,0,14,4
Mikey Moore,Tottenham,Premier League,"FW,MF",17,7,185,0,1,0.2,0.3,0.2,15000000.0,48,67,71.6,593,166,3,0,1,1,0,0,1,0.26,2.1,0,1,3,0
Boulaye Dia,Lazio,Serie A,"MF,FW",28,27,1677,7,3,5.0,3.3,5.0,15000000.0,379,447,84.8,6091,838,21,20,5,7,2,0,10,0.44,18.6,8,0,26,14
Lucas Martínez Quarta,Fiorentina,Serie A,DF,28,8,351,1,0,0.7,0.0,0.7,15000000.0,226,255,88.6,4391,1769,1,12,3,5,1,0,1,0.19,3.9,7,0,3,1
Tiago Santos,Lille,Ligue 1,DF,22,7,404,0,0,0.4,0.6,0.4,15000000.0,175,223,78.5,2807,603,5,12,2,2,1,0,0,0.22,4.5,7,4,8,4
Patrick Wimmer,Wolfsburg,Bundesliga,"MF,FW",23,22,1254,3,4,3.1,2.5,3.1,15000000.0,282,440,64.1,4728,1764,18,33,23,24,5,1,7,0.4,13.9,24,4,28,6
Jonas Wind,Wolfsburg,Bundesliga,"FW,MF",26,25,1525,8,3,4.8,3.5,3.1,15000000.0,311,439,70.8,4341,1480,24,5,5,13,2,0,11,0.49,16.9,4,0,29,9
Mamadou Sarr,Strasbourg,Ligue 1,DF,19,21,1847,0,1,0.6,0.3,0.6,15000000.0,1258,1340,93.9,23369,7756,5,25,19,20,3,0,1,0.04,20.5,15,1,4,0
Adrien Truffert,Rennes,Ligue 1,"DF,MF",23,26,2122,1,0,2.1,1.7,2.0,15000000.0,931,1199,77.6,14537,4534,20,48,21,40,3,0,1,0.16,23.6,27,15,20,8
Kenny Tete,Fulham,Premier League,DF,29,15,1262,0,2,1.0,0.7,1.0,15000000.0,576,706,81.6,9210,3032,5,41,28,19,3,0,2,0.13,14.0,27,4,18,2
Milan Škriniar,Paris S-G,Ligue 1,DF,30,5,382,0,0,0.2,0.1,0.2,15000000.0,361,374,96.5,6457,2316,1,7,3,7,1,0,0,0.06,4.2,5,0,3,0
Ilias Akhomach,Villarreal,La Liga,"MF,FW",20,11,584,1,0,0.6,1.0,0.6,15000000.0,136,185,73.5,2161,534,9,12,3,8,1,0,1,0.23,6.5,7,2,17,6
Mohammed Salisu,Monaco,Ligue 1,DF,25,14,1021,1,0,0.8,0.1,0.8,15000000.0,661,774,85.4,11686,5228,3,28,16,10,2,0,1,0.07,11.3,18,0,8,4
Raheem Sterling,Arsenal,Premier League,"FW,MF",30,13,355,0,2,1.3,0.4,1.3,15000000.0,116,154,75.3,1475,302,6,7,1,2,1,0,2,0.43,3.9,4,2,10,0
Djed Spence,Tottenham,Premier League,DF,24,17,1154,1,1,0.3,1.5,0.3,15000000.0,679,785,86.5,9575,2728,9,34,14,20,4,1,2,0.14,12.8,25,6,7,2
Rocco Reitz,Gladbach,Bundesliga,MF,22,21,1345,1,1,1.1,1.3,1.1,15000000.0,537,673,79.8,9246,3376,14,39,40,23,1,0,2,0.16,14.9,16,3,17,5
Romano Schmid,Werder Bremen,Bundesliga,MF,25,26,2314,4,4,3.1,5.1,3.1,15000000.0,1004,1359,73.9,16239,5809,56,40,11,37,3,0,8,0.32,25.7,23,22,40,11
Maxence Caqueret,Como,Serie A,MF,25,11,674,0,3,0.1,1.1,0.1,15000000.0,263,318,82.7,4189,1683,13,23,2,10,2,0,3,0.16,7.5,12,1,4,1
Cesare Casadei,Torino,Serie A,MF,22,7,485,1,1,0.6,0.2,0.6,15000000.0,155,197,78.7,2439,476,3,9,2,2,0,0,2,0.16,5.4,4,1,9,5
Takumi Minamino,Monaco,Ligue 1,"MF,FW",30,25,1790,4,3,7.3,5.9,7.3,15000000.0,420,596,70.5,6003,2174,36,28,9,20,3,0,7,0.66,19.9,15,0,45,15
Terem Moffi,Nice,Ligue 1,FW,25,2,28,0,0,0.4,0.0,0.4,15000000.0,3,6,50.0,39,8,0,0,0,0,0,0,0,1.17,0.3,0,0,2,1
Julen Agirrezabala,Athletic Club,La Liga,GK,24,14,1206,0,0,0.0,0.0,0.0,15000000.0,281,411,68.4,7681,5777,0,0,0,0,1,1,0,0.0,13.4,0,0,0,0
Thomas Partey,Arsenal,Premier League,"MF,DF",31,29,2279,3,2,1.8,1.9,1.8,15000000.0,1381,1579,87.5,22064,5968,17,79,29,21,4,0,5,0.15,25.3,48,2,22,6
Nathan Patterson,Everton,Premier League,"DF,FW",23,8,203,0,0,0.1,0.3,0.1,15000000.0,77,105,73.3,1280,503,2,4,0,2,0,0,0,0.18,2.3,1,2,1,0
Kalvin Phillips,Ipswich Town,Premier League,MF,29,18,1214,0,0,0.4,0.2,0.4,15000000.0,426,537,79.3,8392,2418,5,34,19,35,6,1,0,0.05,13.5,19,1,10,2
Marc-André ter Stegen,Barcelona,La Liga,GK,32,6,494,0,0,0.0,0.0,0.0,15000000.0,186,203,91.6,4679,3174,0,0,0,0,0,0,0,0.0,5.5,0,0,0,0
Carney Chukwuemeka,Dortmund,Bundesliga,MF,21,5,138,1,0,0.4,0.6,0.4,15000000.0,46,55,83.6,549,207,3,3,0,3,1,0,1,0.65,1.5,2,0,6,2
Jake O'Brien,Everton,Premier League,DF,23,14,1031,2,0,0.7,0.6,0.7,15000000.0,352,466,75.5,6337,2673,6,19,3,12,4,0,2,0.11,11.5,13,5,4,3
Robert Lewandowski,Barcelona,La Liga,FW,36,29,2299,25,2,24.0,2.3,20.8,15000000.0,343,466,73.6,4394,852,19,7,3,13,1,0,27,1.03,25.5,3,0,98,42
Philipp Lienhart,Freiburg,Bundesliga,DF,28,26,2230,1,0,0.5,0.5,0.5,15000000.0,1666,1906,87.4,31758,11466,4,21,29,24,4,0,1,0.04,24.8,13,0,8,1
Ismaël Bennacer,Milan,Serie A,MF,27,6,300,0,0,0.1,0.1,0.1,15000000.0,197,221,89.1,3629,937,4,5,3,5,2,0,0,0.07,3.3,4,1,3,2
Chadi Riad,Crystal Palace,Premier League,DF,21,1,90,0,0,0.0,0.0,0.0,15000000.0,70,82,85.4,1411,568,0,5,2,0,0,0,0,0.0,1.0,2,0,0,0
Thierno Barry,Villarreal,La Liga,FW,22,27,1696,9,3,9.7,2.2,8.9,14000000.0,151,248,60.9,2133,333,16,11,0,14,3,0,12,0.63,18.8,8,1,52,17
Cameron Archer,Southampton,Premier League,FW,23,27,1182,2,0,4.9,0.3,4.1,14000000.0,163,201,81.1,2165,292,2,10,2,5,0,0,2,0.4,13.1,6,0,25,8
Victor Nelsson,Roma,Serie A,DF,26,3,168,0,0,0.0,0.0,0.0,14000000.0,97,107,90.7,1761,386,0,5,2,1,0,0,0,0.02,1.9,4,0,1,0
Samuel Chukwueze,Milan,Serie A,"FW,MF",25,23,846,3,0,2.5,2.3,2.5,14000000.0,289,386,74.9,5016,991,21,13,2,3,0,0,3,0.51,9.4,8,5,31,8
Anton Stach,Hoffenheim,Bundesliga,"MF,DF",26,24,2054,1,1,1.3,1.4,1.3,14000000.0,1034,1251,82.7,18422,6722,19,53,33,37,6,0,2,0.12,22.8,39,9,23,9
Fabio Miretti,Genoa,Serie A,"MF,FW",21,24,1598,3,3,3.1,2.0,3.1,14000000.0,404,545,74.1,7038,1983,21,28,7,19,2,0,6,0.29,17.8,15,2,24,6
Kamil Grabara,Wolfsburg,Bundesliga,GK,26,22,1955,0,0,0.0,0.0,0.0,14000000.0,577,851,67.8,17261,11638,2,0,0,1,2,0,0,0.0,21.7,0,0,0,0
Adam Armstrong,Southampton,Premier League,"FW,MF",28,20,1248,2,2,3.3,1.2,2.3,14000000.0,231,288,80.2,3320,446,9,12,3,6,4,0,4,0.32,13.9,3,2,25,7
Samuel Mbangula,Juventus,Serie A,FW,21,21,704,3,3,0.5,1.4,0.5,14000000.0,229,268,85.4,3005,589,15,15,3,7,1,0,6,0.24,7.8,10,4,8,5
Carlos Alcaraz,Everton,Premier League,"MF,FW",22,8,410,1,1,1.2,1.1,1.2,14000000.0,13,13,100.0,221,66,1,11,3,4,3,0,2,0.51,4.6,5,1,17,6
Nicolò Savona,Juventus,Serie A,DF,22,22,1405,2,1,0.5,1.2,0.5,14000000.0,886,987,89.8,14790,4255,15,26,7,7,3,0,3,0.1,15.6,13,8,6,4
Oumar Solet,Udinese,Serie A,DF,25,12,1042,1,1,0.7,0.5,0.7,14000000.0,646,722,89.5,12774,3641,9,18,11,23,3,1,2,0.1,11.6,12,1,8,3
Dara O'Shea,Ipswich Town,Premier League,DF,26,28,2492,0,2,1.1,0.5,1.1,14000000.0,1034,1331,77.7,20635,8962,3,40,30,53,6,0,2,0.06,27.7,25,1,17,2
Nikola Krstović,Lecce,Serie A,FW,25,30,2507,10,3,10.5,2.6,8.2,14000000.0,369,544,67.8,5474,1209,25,15,7,10,4,0,13,0.47,27.9,7,0,113,33
Tommaso Baldanzi,Roma,Serie A,"MF,FW",22,23,684,1,1,1.3,0.9,1.3,14000000.0,261,314,83.1,3398,617,8,12,4,3,2,0,2,0.29,7.6,4,0,17,3
Piotr Zieliński,Inter,Serie A,MF,30,22,840,2,2,2.5,0.9,0.9,14000000.0,531,599,88.6,8230,2557,13,12,6,9,0,0,4,0.36,9.3,8,0,12,4
Lorenzo Pellegrini,Roma,Serie A,MF,28,22,1456,2,1,4.5,2.1,3.7,14000000.0,471,592,79.6,7471,1622,24,22,5,8,4,0,3,0.41,16.2,15,0,35,11
Zion Suzuki,Parma,Serie A,GK,22,30,2684,0,0,0.0,0.0,0.0,14000000.0,813,1173,69.3,22056,15995,0,1,0,0,2,1,0,0.0,29.8,0,0,0,0
Boubakary Soumaré,Leicester City,Premier League,MF,26,23,1638,0,0,0.2,0.4,0.2,14000000.0,815,943,86.4,12338,3461,10,30,21,14,8,0,0,0.03,18.2,15,2,6,0
Matteo Gabbia,Milan,Serie A,DF,25,19,1529,1,0,0.8,0.2,0.8,14000000.0,973,1075,90.5,19506,5838,2,12,11,17,3,0,1,0.06,17.0,7,1,11,3
Ramón Sosa,Nott'ham Forest,Premier League,"FW,MF",25,16,263,1,0,0.9,0.5,0.9,13000000.0,61,89,68.5,955,258,8,5,3,7,1,0,1,0.49,2.9,3,3,10,5
Kamaldeen Sulemana,Southampton,Premier League,"FW,MF",23,18,822,1,0,0.9,0.4,0.9,13000000.0,178,227,78.4,2578,388,6,12,4,8,0,0,1,0.13,9.1,10,5,14,5
Enes Ünal,Bournemouth,Premier League,"FW,MF",27,17,345,2,1,2.7,0.4,2.7,13000000.0,63,99,63.6,685,192,4,1,0,1,2,0,3,0.82,3.8,0,0,20,7
Samuel Iling-Junior,Bologna,Serie A,"FW,MF",21,7,118,1,0,0.1,0.1,0.1,13000000.0,62,87,71.3,1038,245,1,3,2,1,0,0,1,0.19,1.3,2,1,4,1
Gonçalo Guedes,Wolves,Premier League,"MF,FW",28,24,770,2,4,2.2,1.1,2.2,13000000.0,186,256,72.7,3117,789,11,14,5,9,1,0,6,0.38,8.6,4,5,18,7
Giovanni Fabbian,Bologna,Serie A,MF,22,24,878,3,1,2.1,1.1,2.1,13000000.0,128,174,73.6,1882,259,6,10,2,4,2,0,4,0.32,9.8,6,1,19,5
Danilho Doekhi,Union Berlin,Bundesliga,DF,26,27,2430,1,0,2.5,1.0,2.5,13000000.0,820,1048,78.2,14654,4954,9,31,37,29,4,0,1,0.13,27.0,19,2,31,4
Armando Broja,Everton,Premier League,FW,23,8,209,0,0,0.1,0.1,0.1,13000000.0,33,42,78.6,416,90,2,2,0,3,1,0,0,0.1,2.3,1,0,4,0
Nehuén Pérez,Udinese,Serie A,DF,24,2,180,0,0,0.0,0.0,0.0,13000000.0,49,60,81.7,1023,477,0,1,1,2,0,0,0,0.0,2.0,1,0,0,0
Álvaro Morata,Milan,Serie A,"FW,MF",32,16,1099,5,0,3.9,0.8,3.9,13000000.0,202,268,75.4,3147,538,7,16,5,7,5,0,5,0.39,12.2,10,0,27,10
Daniel Podence,Wolves,Premier League,"MF,FW",29,2,48,0,0,0.0,0.0,0.0,13000000.0,11,16,68.8,132,78,0,0,0,0,0,0,0,0.07,0.5,0,0,1,0
Ryan Yates,Nott'ham Forest,Premier League,MF,27,28,1726,2,1,2.2,1.1,2.2,13000000.0,554,671,82.6,8117,1746,17,39,24,32,8,0,3,0.17,19.2,21,0,31,9
Diego Gómez,Brighton,Premier League,MF,22,9,396,0,0,0.3,0.5,0.3,13000000.0,180,227,79.3,2752,656,5,16,6,9,0,0,0,0.19,4.4,10,1,3,0
Dennis Man,Parma,Serie A,"FW,MF",26,29,1945,4,4,4.3,4.2,4.3,12500000.0,617,776,79.5,8709,2186,45,13,8,15,0,0,8,0.39,21.6,6,5,43,17
Johan Vásquez,Genoa,Serie A,DF,26,30,2557,2,0,2.2,0.3,2.2,12000000.0,1253,1475,84.9,23846,7562,7,44,39,54,7,0,2,0.09,28.4,25,2,31,5
Youssouf Ndayishimiye,Nice,Ligue 1,DF,26,20,1662,1,0,0.5,0.1,0.5,12000000.0,977,1098,89.0,16654,5398,4,40,19,30,5,0,1,0.03,18.5,21,0,7,1
Alex Meret,Napoli,Serie A,GK,28,27,2375,0,0,0.0,0.0,0.0,12000000.0,770,905,85.1,19352,11618,0,0,0,1,0,0,0,0.0,26.4,0,0,0,0
Thijs Dallinga,Bologna,Serie A,"FW,MF",24,24,635,2,0,3.4,0.4,3.4,12000000.0,132,179,73.7,1860,293,7,9,1,7,1,0,2,0.54,7.1,5,0,22,7
Andrea Colpani,Fiorentina,Serie A,"FW,MF",25,22,1414,2,1,2.7,1.3,2.7,12000000.0,360,447,80.5,5676,1174,17,15,9,6,1,0,3,0.25,15.7,9,1,36,12
Oliver Skipp,Leicester City,Premier League,MF,24,17,824,0,0,0.1,0.2,0.1,12000000.0,305,362,84.3,4617,1153,8,14,8,14,5,0,0,0.04,9.2,4,0,3,1
Saúl Coco,Torino,Serie A,DF,26,28,2520,2,0,1.1,0.0,1.1,12000000.0,1184,1347,87.9,21594,6368,0,39,37,41,9,0,2,0.04,28.0,20,0,17,4
Jon Aramburu,Real Sociedad,La Liga,DF,22,26,1936,0,1,0.4,0.9,0.4,12000000.0,901,1161,77.6,13218,5423,11,79,26,29,7,0,1,0.06,21.5,58,5,10,2
Vanja Milinković-Savić,Torino,Serie A,GK,28,29,2610,0,0,0.0,0.1,0.0,12000000.0,870,1300,66.9,26161,18401,3,0,0,0,2,0,0,0.0,29.0,0,0,0,0
Jens Stage,Werder Bremen,Bundesliga,MF,28,22,1720,7,5,5.5,2.5,5.5,12000000.0,593,773,76.7,9916,3120,18,37,17,33,8,0,12,0.42,19.1,23,4,35,10
Mattias Svanberg,Wolfsburg,Bundesliga,MF,26,19,1197,3,1,3.6,1.7,3.6,12000000.0,259,376,68.9,3931,1508,13,20,15,11,4,0,4,0.41,13.3,10,1,21,7
