Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls.1,stats_Ast.1,stats_G+A.1,stats_G-PK.1,stats_G+A-PK,stats_xG.1,stats_xAG.1,stats_xG+xAG,stats_npxG.1,stats_npxG+xAG.1,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp.1,passing_Att.1,passing_Cmp%.1,passing_Cmp.2,passing_Att.2,passing_Cmp%.2,passing_Cmp.3,passing_Att.3,passing_Cmp%.3,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive.1,gca_PassDead.1,gca_TO.1,gca_Sh.1,gca_Fld.1,gca_Def.1,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl.1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off.1,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%,first_name,last_name,full_name,market_value_in_eur,highest_market_value_in_eur
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,Premier League,24,2000,27,24,"2,154",23.9,7,4,11,7,0,0,3,0,4.1,4.1,6.1,10.2,115,118,199,0.29,0.17,0.46,0.29,0.46,0.17,0.25,0.43,0.17,0.43,se SWE,"MF,FW",Tottenham,Premier League,24-346,2000,23.9,7,43,16,37.2,1.8,0.67,0.16,0.44,14.7,0,0,0,4.1,4.1,0.1,2.9,2.9,se SWE,"MF,FW",Tottenham,Premier League,24-346,2000,23.9,611,831,73.5,8552,2762,371,431,86.1,183,237,77.2,31,76,40.8,4,6.1,3.8,-2.1,63,59,52,6,118,se SWE,"MF,FW",Tottenham,Premier League,24-346,2000,23.9,831,746,80,4,10,1,88,6,62,26,0,0,611,5,40,se SWE,"MF,FW",Tottenham,Premier League,24-346,2000,23.9,122,5.1,90,12,15,2,3,0,9,0.38,7,1,1,0,0,0,se SWE,"MF,FW",Tottenham,Premier League,24-346,2000,23.9,39,22,14,11,14,16,46,34.8,30,25,3,22,11,50,9,1,se SWE,"MF,FW",Tottenham,Premier League,24-346,2000,23.9,1172,20,133,390,673,145,1172,107,35,32.7,64,59.8,766,5793,3065,115,66,37,71,69,834,199,se SWE,"MF,FW",Tottenham,Premier League,24-346,2000,27,"2,154",80,79.8,23.9,24,87,21,3,20,0,1.22,48,35,13,0.54,0.87,41.3,39.9,1.4,0.06,0.51,se SWE,"MF,FW",Tottenham,Premier League,24-346,2000,23.9,3,0,0,39,32,5,88,11,22,0,0,0,109,9,11,45.0,Dejan,Kulusevski,Dejan Kulusevski,60000000.0,60000000.0
Jules Kounde,fr FRA,DF,Barcelona,La Liga,26,1998,30,27,"2,425",26.9,2,3,5,2,0,0,4,0,1.8,1.8,3.8,5.6,41,156,174,0.07,0.11,0.19,0.07,0.19,0.07,0.14,0.21,0.07,0.21,fr FRA,DF,Barcelona,La Liga,26-145,1998,26.9,2,17,6,35.3,0.63,0.22,0.12,0.33,14.1,0,0,0,1.8,1.8,0.11,0.2,0.2,fr FRA,DF,Barcelona,La Liga,26-145,1998,26.9,1691,1954,86.5,26399,7658,848,918,92.4,729,833,87.5,69,111,62.2,3,3.8,3.6,-0.8,30,141,25,6,156,fr FRA,DF,Barcelona,La Liga,26-145,1998,26.9,1954,1641,309,60,6,13,59,249,0,0,0,0,1691,4,25,fr FRA,DF,Barcelona,La Liga,26-145,1998,26.9,53,1.97,50,0,1,2,0,0,6,0.22,5,0,0,1,0,0,fr FRA,DF,Barcelona,La Liga,26-145,1998,26.9,58,39,26,23,9,43,62,69.4,19,34,5,29,19,77,59,2,fr FRA,DF,Barcelona,La Liga,26-145,1998,26.9,2240,71,529,1090,634,70,2240,46,20,43.5,25,54.3,1164,4304,2297,41,37,6,37,12,1477,174,fr FRA,DF,Barcelona,La Liga,26-145,1998,30,"2,425",81,89.8,26.9,27,88,23,3,21,0,2.23,72,27,45,1.67,-1.28,64.3,28.5,35.8,1.33,-0.4,fr FRA,DF,Barcelona,La Liga,26-145,1998,26.9,4,0,0,21,18,7,59,19,39,0,0,0,98,24,22,52.2,Jules,Kounde,Jules Kounde,60000000.0,60000000.0
Martin Zubimendi,es ESP,MF,Real Sociedad,La Liga,26,1999,28,26,"2,329",25.9,2,1,3,2,0,0,4,0,1.8,1.8,0.9,2.7,30,162,38,0.08,0.04,0.12,0.08,0.12,0.07,0.04,0.11,0.07,0.11,es ESP,MF,Real Sociedad,La Liga,26-063,1999,25.9,2,16,5,31.3,0.62,0.19,0.13,0.4,15.8,0,0,0,1.8,1.8,0.11,0.2,0.2,es ESP,MF,Real Sociedad,La Liga,26-063,1999,25.9,1183,1420,83.3,20314,6045,551,629,87.6,516,588,87.8,95,146,65.1,1,0.9,1.1,0.1,16,136,19,1,162,es ESP,MF,Real Sociedad,La Liga,26-063,1999,25.9,1420,1369,45,43,2,8,12,1,1,0,0,0,1183,6,19,es ESP,MF,Real Sociedad,La Liga,26-063,1999,25.9,39,1.51,33,0,3,1,1,1,5,0.19,4,0,0,0,1,0,es ESP,MF,Real Sociedad,La Liga,26-063,1999,25.9,62,34,25,26,11,25,37,67.6,12,34,13,21,33,95,60,3,es ESP,MF,Real Sociedad,La Liga,26-063,1999,25.9,1701,96,379,1078,257,42,1701,26,18,69.2,8,30.8,847,4386,1992,30,28,3,30,15,1111,38,es ESP,MF,Real Sociedad,La Liga,26-063,1999,28,"2,329",83,89.2,25.9,26,87,24,2,38,0,1.36,25,26,-1,-0.04,0.92,28.9,26.8,2.1,0.08,0.86,es ESP,MF,Real Sociedad,La Liga,26-063,1999,25.9,4,0,0,37,19,0,12,33,34,1,0,0,118,41,23,64.1,Martin,Zubimendi,Martin Zubimendi,60000000.0,60000000.0
Oihan Sancet,es ESP,MF,Athletic Club,La Liga,24,2000,21,17,"1,347",15.0,13,1,14,11,2,2,2,0,8.3,6.7,1.4,8.1,42,78,100,0.87,0.07,0.94,0.73,0.8,0.55,0.09,0.65,0.45,0.54,es ESP,MF,Athletic Club,La Liga,24-346,2000,15.0,13,40,15,37.5,2.67,1.0,0.28,0.73,15.7,0,2,2,8.3,6.7,0.17,4.7,4.3,es ESP,MF,Athletic Club,La Liga,24-346,2000,15.0,390,477,81.8,5961,1448,221,255,86.7,138,163,84.7,22,34,64.7,1,1.4,1.2,-0.4,17,58,13,1,78,es ESP,MF,Athletic Club,La Liga,24-346,2000,15.0,477,459,16,2,5,4,17,3,0,0,0,0,390,2,12,es ESP,MF,Athletic Club,La Liga,24-346,2000,15.0,40,2.67,31,0,4,4,1,0,7,0.47,4,0,1,2,0,0,es ESP,MF,Athletic Club,La Liga,24-346,2000,15.0,10,6,6,3,1,4,12,33.3,8,9,0,9,5,15,5,0,es ESP,MF,Athletic Club,La Liga,24-346,2000,15.0,641,4,52,314,290,61,639,41,19,46.3,18,43.9,385,2551,1423,42,33,6,48,37,518,100,es ESP,MF,Athletic Club,La Liga,24-346,2000,21,"1,347",64,51.6,15.0,17,72,4,4,30,1,1.9,30,13,17,1.14,0.78,23.6,13.2,10.4,0.69,0.2,es ESP,MF,Athletic Club,La Liga,24-346,2000,15.0,2,0,0,12,18,3,17,5,6,0,0,0,59,9,9,50.0,Oihan,Sancet,Oihan Sancet,60000000.0,60000000.0
Alejandro Balde,es ESP,DF,Barcelona,La Liga,21,2003,27,24,"2,040",22.7,0,4,4,0,0,0,2,0,0.5,0.5,3.4,3.9,96,84,227,0.0,0.18,0.18,0.0,0.18,0.02,0.15,0.17,0.02,0.17,es ESP,DF,Barcelona,La Liga,21-170,2003,22.7,0,12,3,25.0,0.53,0.13,0.0,0.0,22.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,es ESP,DF,Barcelona,La Liga,21-170,2003,22.7,1134,1296,87.5,16850,3556,625,673,92.9,441,486,90.7,39,65,60.0,4,3.4,2.7,0.6,26,46,36,11,84,es ESP,DF,Barcelona,La Liga,21-170,2003,22.7,1296,1116,176,27,2,2,65,149,0,0,0,0,1134,4,27,es ESP,DF,Barcelona,La Liga,21-170,2003,22.7,72,3.18,56,3,3,3,7,0,12,0.53,10,0,0,0,2,0,es ESP,DF,Barcelona,La Liga,21-170,2003,22.7,16,10,9,4,3,9,14,64.3,5,23,4,19,5,21,24,0,es ESP,DF,Barcelona,La Liga,21-170,2003,22.7,1521,35,269,744,533,40,1521,105,42,40.0,43,41.0,954,6054,3145,96,62,12,42,26,1088,227,es ESP,DF,Barcelona,La Liga,21-170,2003,27,"2,040",76,75.6,22.7,24,83,13,3,19,3,2.22,62,19,43,1.9,0.4,56.3,22.3,34.0,1.5,0.53,es ESP,DF,Barcelona,La Liga,21-170,2003,22.7,2,0,0,14,35,0,65,5,10,0,0,0,107,14,8,63.6,Alejandro,Balde,Alejandro Balde,60000000.0,60000000.0
Ibrahima Konate,fr FRA,DF,Liverpool,Premier League,25,1999,24,23,"1,984",22.0,1,2,3,1,0,0,5,0,1.5,1.5,0.9,2.4,20,92,2,0.05,0.09,0.14,0.05,0.14,0.07,0.04,0.11,0.07,0.11,fr FRA,DF,Liverpool,Premier League,25-316,1999,22.0,1,13,2,15.4,0.59,0.09,0.08,0.5,10.5,0,0,0,1.5,1.5,0.12,-0.5,-0.5,fr FRA,DF,Liverpool,Premier League,25-316,1999,22.0,1340,1484,90.3,24617,8662,471,502,93.8,793,835,95.0,67,126,53.2,2,0.9,0.8,1.1,9,112,8,0,92,fr FRA,DF,Liverpool,Premier League,25-316,1999,22.0,1484,1447,36,33,1,5,0,3,0,0,0,0,1340,1,6,fr FRA,DF,Liverpool,Premier League,25-316,1999,22.0,23,1.04,21,0,0,2,0,0,5,0.23,5,0,0,0,0,0,fr FRA,DF,Liverpool,Premier League,25-316,1999,22.0,31,21,23,7,1,21,31,67.7,10,25,14,11,10,41,101,1,fr FRA,DF,Liverpool,Premier League,25-316,1999,22.0,1700,189,734,873,97,17,1700,4,2,50.0,1,25.0,1016,4698,2732,20,12,0,6,2,1229,2,fr FRA,DF,Liverpool,Premier League,25-316,1999,24,"1,984",83,73.5,22.0,23,84,19,1,45,0,2.46,46,17,29,1.32,-0.44,45.7,18.1,27.6,1.25,-0.35,fr FRA,DF,Liverpool,Premier League,25-316,1999,22.0,5,0,0,20,16,0,0,10,21,0,0,0,70,63,24,72.4,Ibrahima,Konate,Ibrahima Konate,60000000.0,60000000.0
Amadou Onana,be BEL,MF,Aston Villa,Premier League,23,2001,19,15,"1,166",13.0,2,0,2,2,0,0,4,0,1.8,1.8,0.2,2.0,15,44,11,0.15,0.0,0.15,0.15,0.15,0.14,0.01,0.16,0.14,0.16,be BEL,MF,Aston Villa,Premier League,23-233,2001,13.0,2,14,4,28.6,1.08,0.31,0.14,0.5,13.8,0,0,0,1.8,1.8,0.13,0.2,0.2,be BEL,MF,Aston Villa,Premier League,23-233,2001,13.0,509,575,88.5,8002,1862,256,270,94.8,217,242,89.7,23,31,74.2,0,0.2,0.3,-0.2,5,39,5,1,44,be BEL,MF,Aston Villa,Premier League,23-233,2001,13.0,575,569,5,5,1,0,1,0,0,0,0,0,509,1,9,be BEL,MF,Aston Villa,Premier League,23-233,2001,13.0,18,1.39,12,2,0,4,0,0,3,0.23,1,1,0,1,0,0,be BEL,MF,Aston Villa,Premier League,23-233,2001,13.0,39,22,18,18,3,12,22,54.5,10,13,6,7,20,59,27,3,be BEL,MF,Aston Villa,Premier League,23-233,2001,13.0,719,51,199,429,104,15,719,15,10,66.7,3,20.0,399,2030,988,15,15,0,9,7,478,11,be BEL,MF,Aston Villa,Premier League,23-233,2001,19,"1,166",61,41.8,13.0,15,71,6,4,24,2,1.63,17,22,-5,-0.39,-0.66,16.5,18.6,-2.1,-0.16,-0.44,be BEL,MF,Aston Villa,Premier League,23-233,2001,13.0,4,0,0,27,21,0,1,20,22,0,0,0,60,21,14,60.0,Amadou,Onana,Amadou Onana,55000000.0,55000000.0
Cristian Romero,ar ARG,DF,Tottenham,Premier League,26,1998,15,15,"1,191",13.2,1,0,1,1,0,0,2,0,1.1,1.1,0.5,1.7,11,57,2,0.08,0.0,0.08,0.08,0.08,0.09,0.04,0.13,0.09,0.13,ar ARG,DF,Tottenham,Premier League,26-344,1998,13.2,1,12,5,41.7,0.91,0.38,0.08,0.2,9.6,0,0,0,1.1,1.1,0.09,-0.1,-0.1,ar ARG,DF,Tottenham,Premier League,26-344,1998,13.2,924,1039,88.9,17331,7036,309,337,91.7,536,570,94.0,67,108,62.0,0,0.5,0.8,-0.5,6,95,7,1,57,ar ARG,DF,Tottenham,Premier League,26-344,1998,13.2,1039,947,90,73,4,1,3,3,0,0,0,0,924,2,7,ar ARG,DF,Tottenham,Premier League,26-344,1998,13.2,16,1.21,13,0,0,3,0,0,2,0.15,2,0,0,0,0,0,ar ARG,DF,Tottenham,Premier League,26-344,1998,13.2,31,26,24,7,0,18,26,69.2,8,16,3,13,17,48,46,1,ar ARG,DF,Tottenham,Premier League,26-344,1998,13.2,1162,141,501,611,58,18,1162,3,1,33.3,1,33.3,759,3997,2466,11,17,0,5,3,789,2,ar ARG,DF,Tottenham,Premier League,26-344,1998,15,"1,191",79,44.1,13.2,15,79,11,0,0,0,1.13,22,15,7,0.53,0.29,21.6,15.5,6.1,0.46,0.9,ar ARG,DF,Tottenham,Premier League,26-344,1998,13.2,2,0,0,10,11,1,3,17,26,0,0,0,74,31,25,55.4,Cristian,Romero,Cristian Romero,55000000.0,65000000.0
Murillo,br BRA,DF,Nott'ham Forest,Premier League,22,2002,30,30,"2,658",29.5,1,0,1,1,0,0,5,0,1.2,1.2,1.1,2.3,16,97,4,0.03,0.0,0.03,0.03,0.03,0.04,0.04,0.08,0.04,0.08,br BRA,DF,Nott'ham Forest,Premier League,22-276,2002,29.5,1,20,4,20.0,0.68,0.14,0.05,0.25,24.3,3,0,0,1.2,1.2,0.06,-0.2,-0.2,br BRA,DF,Nott'ham Forest,Premier League,22-276,2002,29.5,912,1164,78.4,17951,8496,355,388,91.5,412,473,87.1,126,261,48.3,0,1.1,1.0,-1.1,12,102,11,1,97,br BRA,DF,Nott'ham Forest,Premier League,22-276,2002,29.5,1164,1015,139,95,7,17,11,1,0,0,0,0,912,10,6,br BRA,DF,Nott'ham Forest,Premier League,22-276,2002,29.5,33,1.12,22,6,0,2,1,2,1,0.03,1,0,0,0,0,0,br BRA,DF,Nott'ham Forest,Premier League,22-276,2002,29.5,44,32,30,11,3,23,39,59.0,16,63,41,22,29,73,197,2,br BRA,DF,Nott'ham Forest,Premier League,22-276,2002,29.5,1540,346,790,676,88,17,1540,31,26,83.9,5,16.1,654,3370,2005,16,23,1,17,9,776,4,br BRA,DF,Nott'ham Forest,Premier League,22-276,2002,30,"2,658",89,95.3,29.5,30,89,28,0,0,0,1.8,45,37,8,0.27,-3.82,35.2,37.0,-1.8,-0.06,-1.34,br BRA,DF,Nott'ham Forest,Premier League,22-276,2002,29.5,5,0,0,22,4,0,11,29,32,0,1,0,119,34,19,64.2,,Murillo,Murillo,55000000.0,55000000.0
Mohamed Salah,eg EGY,FW,Liverpool,Premier League,32,1992,30,30,"2,657",29.5,27,17,44,18,9,9,1,0,22.1,15.0,11.2,26.2,124,114,375,0.91,0.58,1.49,0.61,1.19,0.75,0.38,1.13,0.51,0.89,eg EGY,FW,Liverpool,Premier League,32-295,1992,29.5,27,98,45,45.9,3.32,1.52,0.18,0.4,15.1,1,9,9,22.1,15.0,0.15,4.9,3.0,eg EGY,FW,Liverpool,Premier League,32-295,1992,29.5,717,1003,71.5,10819,3035,404,483,83.6,243,341,71.3,46,77,59.7,17,11.2,7.1,5.8,68,44,72,12,114,eg EGY,FW,Liverpool,Premier League,32-295,1992,29.5,1003,976,21,5,13,3,55,16,0,0,0,0,717,6,45,eg EGY,FW,Liverpool,Premier League,32-295,1992,29.5,133,4.51,98,1,17,11,4,2,23,0.78,17,0,4,2,0,0,eg EGY,FW,Liverpool,Premier League,32-295,1992,29.5,20,11,7,5,8,7,13,53.8,6,6,0,6,4,24,5,0,eg EGY,FW,Liverpool,Premier League,32-295,1992,29.5,1354,10,78,410,883,288,1345,112,51,45.5,58,51.8,928,5640,2927,124,48,103,94,56,1134,375,eg EGY,FW,Liverpool,Premier League,32-295,1992,30,"2,657",89,98.4,29.5,30,89,22,0,0,0,2.43,70,27,43,1.46,1.46,66.2,25.7,40.5,1.37,1.72,eg EGY,FW,Liverpool,Premier League,32-295,1992,29.5,1,0,0,20,33,12,55,4,11,0,0,0,82,8,9,47.1,,Mohamed Salah,Mohamed Salah,55000000.0,150000000.0
Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,Premier League,18,2007,21,9,716,8.0,3,2,5,3,0,0,1,0,0.9,0.9,1.0,1.9,40,27,90,0.38,0.25,0.63,0.38,0.63,0.12,0.13,0.24,0.12,0.24,eng ENG,"FW,MF",Arsenal,Premier League,18-016,2007,8.0,3,19,7,36.8,2.39,0.88,0.16,0.43,18.8,1,0,0,0.9,0.9,0.05,2.1,2.1,eng ENG,"FW,MF",Arsenal,Premier League,18-016,2007,8.0,254,318,79.9,3683,1026,160,173,92.5,68,90,75.6,15,29,51.7,2,1.0,1.5,1.0,11,15,11,5,27,eng ENG,"FW,MF",Arsenal,Premier League,18-016,2007,8.0,318,297,19,2,2,1,45,3,14,13,0,0,254,2,10,eng ENG,"FW,MF",Arsenal,Premier League,18-016,2007,8.0,20,2.51,11,3,3,2,1,0,3,0.38,3,0,0,0,0,0,eng ENG,"FW,MF",Arsenal,Premier League,18-016,2007,8.0,10,7,4,3,3,6,16,37.5,10,8,2,6,1,11,4,1,eng ENG,"FW,MF",Arsenal,Premier League,18-016,2007,8.0,418,3,42,142,239,32,418,50,28,56.0,17,34.0,282,2272,1102,40,19,14,18,16,304,90,eng ENG,"FW,MF",Arsenal,Premier League,18-016,2007,21,716,34,25.7,8.0,9,64,1,12,11,8,1.9,12,3,9,1.13,0.22,11.2,4.4,6.7,0.85,0.2,eng ENG,"FW,MF",Arsenal,Premier League,18-016,2007,8.0,1,0,0,6,5,5,45,1,7,0,0,0,32,3,7,30.0,Ethan,Nwaneri,Ethan Nwaneri,55000000.0,55000000.0
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,Premier League,26,1998,26,24,"2,095",23.3,2,8,10,2,0,0,1,0,6.4,6.4,4.7,11.1,60,83,135,0.09,0.34,0.43,0.09,0.43,0.27,0.2,0.48,0.27,0.48,eng ENG,"MF,FW",Crystal Palace,Premier League,26-281,1998,23.3,2,87,22,25.3,3.74,0.95,0.02,0.09,21.1,14,0,0,6.4,6.4,0.07,-4.4,-4.4,eng ENG,"MF,FW",Crystal Palace,Premier League,26-281,1998,23.3,659,886,74.4,11062,2927,324,379,85.5,258,311,83.0,60,138,43.5,8,4.7,3.4,3.3,51,44,30,3,83,eng ENG,"MF,FW",Crystal Palace,Premier League,26-281,1998,23.3,886,723,148,58,9,5,97,3,55,33,10,0,659,15,17,eng ENG,"MF,FW",Crystal Palace,Premier League,26-281,1998,23.3,112,4.81,58,24,10,11,8,1,9,0.39,8,1,0,0,0,0,eng ENG,"MF,FW",Crystal Palace,Premier League,26-281,1998,23.3,36,22,13,14,9,17,35,48.6,18,24,0,24,10,46,9,3,eng ENG,"MF,FW",Crystal Palace,Premier League,26-281,1998,23.3,1199,13,154,563,511,78,1199,118,56,47.5,57,48.3,719,4422,2066,60,41,20,42,40,787,135,eng ENG,"MF,FW",Crystal Palace,Premier League,26-281,1998,26,"2,095",81,77.6,23.3,24,84,11,2,38,0,1.58,31,22,9,0.39,1.13,33.8,25.8,8.0,0.34,0.27,eng ENG,"MF,FW",Crystal Palace,Premier League,26-281,1998,23.3,1,0,0,7,42,8,97,10,22,0,0,0,119,6,35,14.6,Eberechi,Eze,Eberechi Eze,55000000.0,60000000.0
Nuno Mendes,pt POR,DF,Paris S-G,Ligue 1,22,2002,20,16,"1,405",15.6,1,2,3,1,0,0,2,0,2.0,2.0,4.0,6.0,48,104,87,0.06,0.13,0.19,0.06,0.19,0.13,0.25,0.39,0.13,0.39,pt POR,DF,Paris S-G,Ligue 1,22-291,2002,15.6,1,17,9,52.9,1.09,0.58,0.06,0.11,19.1,0,0,0,2.0,2.0,0.12,-1.0,-1.0,pt POR,DF,Paris S-G,Ligue 1,22-291,2002,15.6,1061,1224,86.7,18575,5356,463,506,91.5,491,551,89.1,90,121,74.4,2,4.0,2.9,-2.0,21,99,27,11,104,pt POR,DF,Paris S-G,Ligue 1,22-291,2002,15.6,1224,1089,132,27,3,22,46,104,1,1,0,0,1061,3,21,pt POR,DF,Paris S-G,Ligue 1,22-291,2002,15.6,55,3.52,45,2,4,3,0,1,5,0.32,5,0,0,0,0,0,pt POR,DF,Paris S-G,Ligue 1,22-291,2002,15.6,27,17,13,12,2,21,33,63.6,12,21,8,13,16,43,30,1,pt POR,DF,Paris S-G,Ligue 1,22-291,2002,15.6,1401,47,332,723,362,37,1401,47,27,57.4,19,40.4,800,4001,2675,48,38,11,25,18,991,87,pt POR,DF,Paris S-G,Ligue 1,22-291,2002,20,"1,405",70,55.8,15.6,16,82,12,4,23,3,2.5,43,13,30,1.92,-0.02,42.4,12.4,30.0,1.92,0.55,pt POR,DF,Paris S-G,Ligue 1,22-291,2002,15.6,2,0,0,12,16,1,46,16,17,0,1,0,89,13,10,56.5,Nuno,Mendes,Nuno Mendes,55000000.0,65000000.0
Matheus Cunha,br BRA,"MF,FW",Wolves,Premier League,25,1999,26,24,"2,143",23.8,13,4,17,13,0,0,3,0,6.7,6.7,6.6,13.4,92,112,137,0.55,0.17,0.71,0.55,0.71,0.28,0.28,0.56,0.28,0.56,br BRA,"MF,FW",Wolves,Premier League,25-314,1999,23.8,13,86,35,40.7,3.61,1.47,0.15,0.37,20.6,10,0,0,6.7,6.7,0.08,6.3,6.3,br BRA,"MF,FW",Wolves,Premier League,25-314,1999,23.8,638,908,70.3,10202,3454,361,430,84.0,182,243,74.9,68,156,43.6,4,6.6,4.4,-2.6,43,78,48,9,112,br BRA,"MF,FW",Wolves,Premier League,25-314,1999,23.8,908,756,144,42,12,11,114,22,56,30,19,2,638,8,29,br BRA,"MF,FW",Wolves,Premier League,25-314,1999,23.8,98,4.12,56,10,13,7,10,2,9,0.38,7,0,2,0,0,0,br BRA,"MF,FW",Wolves,Premier League,25-314,1999,23.8,32,18,16,13,3,11,34,32.4,23,17,1,16,16,48,22,0,br BRA,"MF,FW",Wolves,Premier League,25-314,1999,23.8,1267,20,156,579,577,106,1266,115,49,42.6,52,45.2,715,5449,2702,92,74,32,67,42,839,137,br BRA,"MF,FW",Wolves,Premier League,25-314,1999,26,"2,143",82,76.8,23.8,24,86,18,2,40,0,0.85,35,49,-14,-0.59,-0.31,27.3,37.7,-10.4,-0.44,-0.07,br BRA,"MF,FW",Wolves,Premier League,25-314,1999,23.8,3,0,0,37,58,8,114,16,18,0,0,0,110,10,22,31.3,Matheus,Cunha,Matheus Cunha,55000000.0,55000000.0
Micky van de Ven,nl NED,DF,Tottenham,Premier League,23,2001,11,10,905,10.1,0,2,2,0,0,0,4,0,0.6,0.6,1.2,1.7,8,47,1,0.0,0.2,0.2,0.0,0.2,0.06,0.12,0.17,0.06,0.17,nl NED,DF,Tottenham,Premier League,23-352,2001,10.1,0,6,2,33.3,0.6,0.2,0.0,0.0,11.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6,nl NED,DF,Tottenham,Premier League,23-352,2001,10.1,659,725,90.9,12335,3736,203,220,92.3,408,424,96.2,41,66,62.1,2,1.2,0.7,0.8,2,45,1,0,47,nl NED,DF,Tottenham,Premier League,23-352,2001,10.1,725,685,39,16,0,1,0,4,0,0,0,0,659,1,5,nl NED,DF,Tottenham,Premier League,23-352,2001,10.1,9,0.9,6,0,0,2,1,0,2,0.2,2,0,0,0,0,0,nl NED,DF,Tottenham,Premier League,23-352,2001,10.1,10,6,5,4,1,8,14,57.1,6,9,6,3,9,19,34,1,nl NED,DF,Tottenham,Premier League,23-352,2001,10.1,808,100,425,359,33,9,808,8,4,50.0,4,50.0,564,2661,1301,8,10,1,5,4,587,1,nl NED,DF,Tottenham,Premier League,23-352,2001,11,905,82,33.5,10.1,10,88,7,1,30,1,1.27,21,13,8,0.8,0.65,18.9,11.5,7.4,0.73,1.17,nl NED,DF,Tottenham,Premier League,23-352,2001,10.1,4,0,0,10,7,0,0,9,6,0,0,0,59,18,16,52.9,Micky,van de Ven,Micky van de Ven,55000000.0,55000000.0
